2016-07-20T14:08:24,9.955
2016-07-20T14:08:24,14.7266666667
2016-07-20T14:08:24,9.955
2016-07-20T14:08:24,9.955
2016-07-20T14:08:25,10.795
2016-07-20T14:08:25,10.515
2016-07-20T14:08:25,10.6
2016-07-20T14:08:25,10.515
2016-07-20T14:08:25,6.71333333333
2016-07-20T14:08:25,10.57
2016-07-20T14:08:25,11.075
2016-07-20T14:08:25,9.68
2016-07-20T14:08:25,10.795
2016-07-20T14:08:26,11.075
2016-07-20T14:08:26,10.515
2016-07-20T14:08:26,10.795
2016-07-20T14:08:26,9.955
2016-07-20T14:08:26,9.68
2016-07-20T14:08:26,11.355
2016-07-20T14:08:26,10.235
2016-07-20T14:08:26,9.955
2016-07-20T14:08:26,10.405
2016-07-20T14:08:27,11.355
2016-07-20T14:08:27,10.515
2016-07-20T14:08:27,10.545
2016-07-20T14:08:27,11.075
2016-07-20T14:08:27,11.075
2016-07-20T14:08:27,10.6
2016-07-20T14:08:27,11.635
2016-07-20T14:08:27,10.235
2016-07-20T14:08:27,10.515
2016-07-20T14:08:28,10.795
2016-07-20T14:08:28,10.795
2016-07-20T14:08:28,10.795
2016-07-20T14:08:28,9.955
2016-07-20T14:08:28,11.355
2016-07-20T14:08:28,10.825
2016-07-20T14:08:28,10.515
2016-07-20T14:08:28,10.235
2016-07-20T14:08:29,11.075
2016-07-20T14:08:29,11.075
2016-07-20T14:08:29,12.19
2016-07-20T14:08:29,11.91
2016-07-20T14:08:29,14.1666666667
2016-07-20T14:08:29,10.515
2016-07-20T14:08:29,10.515
2016-07-20T14:08:29,10.515
2016-07-20T14:08:29,10.88
2016-07-20T14:08:30,10.235
2016-07-20T14:08:30,9.4
2016-07-20T14:08:30,10.235
2016-07-20T14:08:30,9.955
2016-07-20T14:08:30,10.795
2016-07-20T14:08:30,10.515
2016-07-20T14:08:30,10.235
2016-07-20T14:08:30,10.795
2016-07-20T14:08:31,10.515
2016-07-20T14:08:31,10.235
2016-07-20T14:08:31,9.955
2016-07-20T14:08:31,11.635
2016-07-20T14:08:31,10.235
2016-07-20T14:08:31,10.235
2016-07-20T14:08:31,10.515
2016-07-20T14:08:31,9.4
2016-07-20T14:08:31,10.375
2016-07-20T14:08:32,10.515
